分類icon,分類,zh-tw,zh-cn,vi-vn,th-th,ko-kr,ja-jp,id-id,pt-pt,pt-br,uk-ua,tr-tr,ru-ru,ro-ro,pl-pl,nl-nl,it-it,hu-hu,he-il,fr-fr,es-es,de-de,cs-cz,KB No.,URL,USB,Note,en-us,zh-tw,zh-cn,vi-vn,th-th,ko-kr,ja-jp,id-id,pt-pt,pt-br,uk-ua,tr-tr,ru-ru,ro-ro,pl-pl,nl-nl,it-it,hu-hu,he-il,fr-fr,es-es,de-de,cs-cz
,Guest network,訪客網路,访客网络,Mạng khách,เครือข่ายสำหรับแขก,게스트 네트워크,ゲストネットワーク,Jaringan tamu,Rede de convidados,Rede de convidados,Мережа для гостей,Misafir ağı,Сеть для гостей,Rețeaua oaspeților,Sieć dla gości,Gastnetwerk,Rete ospiti,Vendéghálózat,רשת אורחים,Réseau invité,Red de invitados,Gästenetzwerk,Síť pro hosty,1005513,https://www.asus.com/support/FAQ/1005513,,,[Wireless Router] How to check the information of devices connected to ASUS router?,[無線路由器] 如何查詢與管理連線到華碩路由器中的用戶端設備資訊？,[无线路由器] 如何确认目前联机到我的路由器中的客户端设备信息？,[Wireless Router] Làm thế nào để kiểm tra thông tin của các thiết bị kết nối với bộ định tuyến ASUS?,[Wireless Router] วิธีตรวจสอบข้อมูลของอุปกรณ์ที่เชื่อมต่อกับเราเตอร์ ASUS,[무선 라우터] ASUS 라우터에 연결된 장치의 정보를 확인하는 방법,[Wireless Router] 接続デバイス情報の確認方法,[Wireless Router] Bagaimana cara memeriksa informasi perangkat yang terhubung ke router ASUS?,[Router Wireless] Como posso verificar as informações dos dispositivos ligados à rede?,Como verificar as informações dos dispositivos conectados ao roteador ASUS?,"[Бездротовий маршрутизатор] Як перевірити інформацію про пристрої, підключені до маршрутизатора ASUS?",[Kablosuz Yönlendirici] ASUS yönlendiriciye bağlı cihazlara dair nasıl bilgi edinilir?,[Беспроводное устройство] Как проверить данные о клиентах на роутере ASUS?,[Router fără fir] Cum se verifică informațiile dispozitivelor conectate la routerul ASUS?,[Router bezprzewodowy] Jak sprawdzić informacje o urządzeniach podłączonych do routera ASUS?,[Draadloze router] Hoe controleer ik de informatie van apparaten die zijn aangesloten op de ASUS-router?,[Router Wireless] Come controllare le informazioni dei dispositivi collegati al router ASUS?,[Vezeték nélküli router] Hogyan lehet ellenőrizni az ASUS routerhez csatlakoztatott eszközök adatait?,[נתב אלחוטי] איך לבדוק את המידע של התקנים המחוברים לנתב ASUS?,[Routeur sans fil] Comment vérifier les informations des appareils connectés au routeur ASUS ?,[Wireless Router]  ¿Cómo verifico la información de los dispositivos conectados al router ASUS?,Wie kann ich die Informationen der aktuell mit meinem Router verbundenen Client-Geräte prüfen?,[Bezdrátový router] Jak zkontrolovat informace o zařízeních připojených k routeru ASUS?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<svg aria-hidden=""true"" class=""e-font-icon-svg e-fas-cloud"" viewBox=""0 0 640 512"" xmlns=""http://www.w3.org/2000/svg"" style=""width: 20px; height: 20px;""><path d=""M537.6 226.6c4.1-10.7 6.4-22.4 6.4-34.6 0-53-43-96-96-96-19.7 0-38.1 6-53.3 16.2C367 64.2 315.3 32 256 32c-88.4 0-160 71.6-160 160 0 2.7.1 5.4.2 8.1C40.2 219.8 0 273.2 0 336c0 79.5 64.5 144 144 144h368c70.7 0 128-57.3 128-128 0-61.9-44-113.6-102.4-125.4z""></path></svg>",Guest network Pro,訪客網路 Pro,访客网络 Pro,Mạng khách Pro,เครือข่ายสำหรับแขก Pro ,게스트 네트워크 Pro ,ゲストネットワーク Pro,Jaringan tamu Pro,Rede de convidados Pro,Rede de convidados Pro,Мережа для гостей Pro,Misafir ağı Pro,Сеть для гостей Pro,Rețeaua oaspeților Pro,Sieć dla gości Pro ,Gastnetwerk Pro ,Rete ospiti Pro ,Vendéghálózat Pro ,  Pro רשת אורחים,Réseau invité Pro ,Red de invitados Pro ,Gästenetzwerk Pro ,Síť pro hosty Pro ,1049414,https://www.asus.com/support/FAQ/1049414,,,[Wireless Router] What is Guest Network PRO? How to use it?,[無線路由器] 如何在華碩路由器設定訪客網路專業版(Guest Network Pro)?,[无线路由器] 如何设置Guest Network Pro?,[Wireless Router] Guest network pro là gì? Làm thế nào để sử dụng?,[Wireless Router]Guest network pro คืออะไร และใช้งานอย่างไร,[무선 라우터] Guest Network Pro는 무엇이며 어떻게 사용합니까?,[WiFiルーター] ゲストネットワークプロとは,[Wireless Router] Apa itu guest network pro? Bagaimana cara menggunakannya?,[Router Sem Fios] O que é a Rede de Convidados PRO? Como utilizá-la?,[Roteador sem fio] O que é a Rede de convidados pro? Como usá-la?,[Бездротовий маршрутизатор] Що таке Guest network pro? Як нею користуватися?,[Kablosuz Yönlendirici] Misafir ağı pro nedir? Nasıl kullanılır?,[Беспроводной роутер] Что такое расширенная гостевая сеть(guest network pro)? Как им пользоваться?,[Wireless Router] Ce este rețteaua de oaspeți pro? Cum să o folosiți?,[Router bezprzewodowy] Czym jest sieć gościnna Guest Network pro? Jak z niej korzystać?,[Draadloze router] Wat is gastnetwerk pro? Hoe te gebruiken?,[Router Wireless] Cos'è la rete ospite pro? Come usarla?,[Vezeték nélküli router] Mi a Guest network pro? Hogyan használjuk?,[נתב אלחוטי] מהי Guest network pro? כיצד ניתן להשתמש בה?,[Routeur Sans Fil] Qu'est-ce que le Réseau Invité PRO ? Comment l'utiliser ?,[Router inalámbrico] ¿Qué es guest network pro? ¿Cómo utilizarla?,Was ist Gästenetzwerk Pro? Und wie wird es verwendet?,[Bezdrátový router] Co je guest network pro? Jak síť pro hosty používat?
,Guest network Pro,訪客網路 Pro,访客网络 Pro,Mạng khách Pro,เครือข่ายสำหรับแขก Pro ,게스트 네트워크 Pro ,ゲストネットワーク Pro,Jaringan tamu Pro,Rede de convidados Pro,Rede de convidados Pro,Мережа для гостей Pro,Misafir ağı Pro,Сеть для гостей Pro,Rețeaua oaspeților Pro,Sieć dla gości Pro ,Gastnetwerk Pro ,Rete ospiti Pro ,Vendéghálózat Pro ,  Pro רשת אורחים,Réseau invité Pro ,Red de invitados Pro ,Gästenetzwerk Pro ,Síť pro hosty Pro ,1050281,https://www.asus.com/support/FAQ/1050281,,,[Wireless Router] How to setup Guest Network Pro (SDN) across AiMesh and managed switch?,[無線路由器] 如何在 AiMesh 和管理交換機上設置訪客網路專業版（SDN）？,[无线路由器] 如何在 AiMesh 和管理交换机上设置访客网络专业版?,[Router Không Dây] Làm thế nào để thiết lập Mạng Khách Pro (SDN) trên AiMesh và switch quản lý?,[เราเตอร์ไร้สาย] วิธีการตั้งค่าเครือข่ายแขก Pro (SDN) ผ่าน AiMesh และสวิตช์ที่จัดการได้?,[무선 라우터] AiMesh 및 관리형 스위치에서 게스트 네트워크 프로(SDN)를 설정하는 방법은?,[ワイヤレスルーター] AiMeshと管理スイッチでゲストネットワークプロ(SDN)を設定する方法は？,[Router Nirkabel] Bagaimana cara mengatur Jaringan Tamu Pro (SDN) melalui AiMesh dan switch yang dikelola?,[Router Sem Fios] Como configurar a Rede de Convidados Pro (SDN) através do AiMesh e switch gerenciado?,[Roteador Sem Fio] Como configurar a Rede de Convidados Pro (SDN) através do AiMesh e switch gerenciado?,[Бездротовий маршрутизатор] Як налаштувати Гостьову мережу Pro (SDN) через AiMesh та керований комутатор?,[Kablosuz Yönlendirici] AiMesh ve yönetilen switch üzerinden Misafir Ağı Pro (SDN) nasıl kurulur?,[Беспроводной маршрутизатор] Как настроить Гостевую сеть Pro (SDN) через AiMesh и управляемый коммутатор?,[Router Wireless] Cum să configurez Rețeaua de Oaspeți Pro (SDN) prin AiMesh și switch-ul gestionat?,[Router Bezprzewodowy] Jak skonfigurować Sieć Gości Pro (SDN) poprzez AiMesh i zarządzany przełącznik?,[Draadloze Router] Hoe stel ik Guest Network Pro (SDN) in via AiMesh en beheerde switch?,[Router Wireless] Come configurare la Rete Ospiti Pro (SDN) tramite AiMesh e switch gestito?,[Vezeték nélküli Router] Hogyan állítható be a Vendég Hálózat Pro (SDN) az AiMesh-en és a kezelt kapcsolón keresztül?,[ראוטר אלחוטי] כיצד להגדיר רשת אורחים Pro (SDN) באמצעות AiMesh ומתג מנוהל?,[Routeur Sans Fil] Comment configurer le Réseau Invité Pro (SDN) via AiMesh et un commutateur géré?,[Router Inalámbrico] ¿Cómo configurar la Red de Invitados Pro (SDN) a través de AiMesh y switch gestionado?,[Kabelloser Router] Wie richte ich das Gästenetzwerk Pro (SDN) über AiMesh und verwalteten Switch ein?,[Bezdrátový Router] Jak nastavit Hostitelskou Síť Pro (SDN) přes AiMesh a spravovaný přepínač?
,Guest network Pro,訪客網路 Pro,访客网络 Pro,Mạng khách Pro,เครือข่ายสำหรับแขก Pro ,게스트 네트워크 Pro ,ゲストネットワーク Pro,Jaringan tamu Pro,Rede de convidados Pro,Rede de convidados Pro,Мережа для гостей Pro,Misafir ağı Pro,Сеть для гостей Pro,Rețeaua oaspeților Pro,Sieć dla gości Pro ,Gastnetwerk Pro ,Rete ospiti Pro ,Vendéghálózat Pro ,  Pro רשת אורחים,Réseau invité Pro ,Red de invitados Pro ,Gästenetzwerk Pro ,Síť pro hosty Pro ,1053539,https://www.asus.com/support/FAQ/1053539,,,How to set up Guest Portal,如何設置訪客入口網路,如何设置访客入口网络,Cách thiết lập Mạng Cổng khách,วิธีตั้งค่าเครือข่ายพอร์ทัลผู้เยี่ยมชม,게스트 포털 네트워크 설정 방법,ゲストポータルネットワークの設定方法,Cara mengatur Jaringan Portal Tamu,Como configurar a rede do Portal de Convidados,Como configurar a rede do Portal de Convidados,Як налаштувати мережу гостьового порталу,Misafir Portalı ağını nasıl kurulur,Как настроить сеть гостевого портала,Cum să configurați rețeaua Portalului pentru oaspeți,Jak skonfigurować sieć portalu gościa,Hoe het gastportaalnetwerk in te stellen,Come configurare la rete del portale ospiti,Hogyan állítsuk be a vendégportál hálózatát,איך להגדיר את רשת פורטל האורחים,Comment configurer le réseau du portail invité,Cómo configurar la red del portal de invitados,So richten Sie das Gästeportalnetzwerk ein,Jak nastavit síť portálu pro hosty
,Guest network Pro,訪客網路 Pro,访客网络 Pro,Mạng khách Pro,เครือข่ายสำหรับแขก Pro ,게스트 네트워크 Pro ,ゲストネットワーク Pro,Jaringan tamu Pro,Rede de convidados Pro,Rede de convidados Pro,Мережа для гостей Pro,Misafir ağı Pro,Сеть для гостей Pro,Rețeaua oaspeților Pro,Sieć dla gości Pro ,Gastnetwerk Pro ,Rete ospiti Pro ,Vendéghálózat Pro ,  Pro רשת אורחים,Réseau invité Pro ,Red de invitados Pro ,Gästenetzwerk Pro ,Síť pro hosty Pro ,1053540,https://www.asus.com/support//FAQ/1053540,,,How to set up IoT Network,如何設置物聯網網路,如何设置物联网网,Cách thiết lập mạng IoT,วิธีตั้งค่าเครือข่าย IoT,IoT 네트워크 설정 방법,IoTネットワークの設定方法,Cara mengatur Jaringan IoT,Como configurar a rede IoT,Como configurar a rede IoT,Як налаштувати мережу IoT,IoT Ağı nasıl kurulur,Как настроить сеть IoT,Cum să configurați rețeaua IoT,Jak skonfigurować sieć IoT,Hoe het IoT-netwerk in te stellen,Come configurare la rete IoT,Hogyan állítsuk be az IoT hálózatot,איך להגדיר את רשת ה-IoT,Comment configurer le réseau IoT,Cómo configurar la red IoT,So richten Sie das IoT-Netzwerk ein,Jak nastavit síť IoT
,Guest network Pro,訪客網路 Pro,访客网络 Pro,Mạng khách Pro,เครือข่ายสำหรับแขก Pro ,게스트 네트워크 Pro ,ゲストネットワーク Pro,Jaringan tamu Pro,Rede de convidados Pro,Rede de convidados Pro,Мережа для гостей Pro,Misafir ağı Pro,Сеть для гостей Pro,Rețeaua oaspeților Pro,Sieć dla gości Pro ,Gastnetwerk Pro ,Rete ospiti Pro ,Vendéghálózat Pro ,  Pro רשת אורחים,Réseau invité Pro ,Red de invitados Pro ,Gästenetzwerk Pro ,Síť pro hosty Pro ,1053541,https://www.asus.com/support//FAQ/1053541,,,How to set up Kid’s Network,如何設置兒童網路,如何设置儿童网络,Cách thiết lập mạng cho trẻ em,วิธีตั้งค่าเครือข่ายสำหรับเด็ก,어린이 네트워크 설정 방법,子供ネットワークの設定方法,Cara mengatur Jaringan Anak,Como configurar a rede das crianças,Como configurar a rede das crianças,Як налаштувати дитячу мережу,Çocuk Ağı nasıl kurulur,Как настроить детскую сеть,Cum să configurați rețeaua pentru copii,Jak skonfigurować sieć dla dzieci,Hoe het kinder netwerk in te stellen,Come configurare la rete per bambini,Hogyan állítsuk be a gyermekhálózatot,איך להגדיר את רשת הילדים,Comment configurer le réseau des enfants,Cómo configurar la red para niños,So richten Sie das Kinder-Netzwerk ein,Jak nastavit síť pro děti
,Guest network Pro,訪客網路 Pro,访客网络 Pro,Mạng khách Pro,เครือข่ายสำหรับแขก Pro ,게스트 네트워크 Pro ,ゲストネットワーク Pro,Jaringan tamu Pro,Rede de convidados Pro,Rede de convidados Pro,Мережа для гостей Pro,Misafir ağı Pro,Сеть для гостей Pro,Rețeaua oaspeților Pro,Sieć dla gości Pro ,Gastnetwerk Pro ,Rete ospiti Pro ,Vendéghálózat Pro ,  Pro רשת אורחים,Réseau invité Pro ,Red de invitados Pro ,Gästenetzwerk Pro ,Síť pro hosty Pro ,1053542,https://www.asus.com/support/FAQ/1053542,,,How to set up VPN Network,如何設置VPN網路,如何设置VPN网络,Cách thiết lập mạng VPN,วิธีตั้งค่าเครือข่าย VPN,VPN 네트워크 설정 방법,VPNネットワークの設定方法,Cara mengatur Jaringan VPN,Como configurar a rede VPN,Como configurar a rede VPN,Як налаштувати мережу VPN,VPN Ağı nasıl kurulur,Как настроить сеть VPN,Cum să configurați rețeaua VPN,Jak skonfigurować sieć VPN,Hoe het VPN-netwerk in te stellen,Come configurare la rete VPN,Hogyan állítsuk be a VPN hálózatot,איך להגדיר את רשת ה-VPN,Comment configurer le réseau VPN,Cómo configurar la red VPN,So richten Sie das VPN-Netzwerk ein,Jak nastavit síť VPN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<svg aria-hidden=""true"" class=""e-font-icon-svg e-fas-laptop-code"" viewBox=""0 0 640 512"" xmlns=""http://www.w3.org/2000/svg"" style=""width: 20px; height: 20px;""><path d=""M255.03 261.65c6.25 6.25 16.38 6.25 22.63 0l11.31-11.31c6.25-6.25 6.25-16.38 0-22.63L253.25 192l35.71-35.72c6.25-6.25 6.25-16.38 0-22.63l-11.31-11.31c-6.25-6.25-16.38-6.25-22.63 0l-58.34 58.34c-6.25 6.25-6.25 16.38 0 22.63l58.35 58.34zm96.01-11.3l11.31 11.31c6.25 6.25 16.38 6.25 22.63 0l58.34-58.34c6.25-6.25 6.25-16.38 0-22.63l-58.34-58.34c-6.25-6.25-16.38-6.25-22.63 0l-11.31 11.31c-6.25 6.25-6.25 16.38 0 22.63L386.75 192l-35.71 35.72c-6.25 6.25-6.25 16.38 0 22.63zM624 416H381.54c-.74 19.81-14.71 32-32.74 32H288c-18.69 0-33.02-17.47-32.77-32H16c-8.8 0-16 7.2-16 16v16c0 35.2 28.8 64 64 64h512c35.2 0 64-28.8 64-64v-16c0-8.8-7.2-16-16-16zM576 48c0-26.4-21.6-48-48-48H112C85.6 0 64 21.6 64 48v336h512V48zm-64 272H128V64h384v256z""></path></svg>",Firmware Upgrade/Reset/restore,韌體升級/重置/恢復,固件升级/重置/恢复,Nâng cấp firmware/Đặt lại/Khôi phục, อัปเดตเฟิร์มแวร์/รีเซ็ต/คืนค่า,펌웨어 업그레이드/리셋/복원,ファームウェアアップグレード/リセット/復元,Upgrade Firmware/Reset/Pemulihan,Atualização de Firmware/Reset/Restauração,Atualização de Firmware/Reset/Restauração,Оновлення прошивки/Скидання/Відновлення,Firmware Güncellemesi/Sıfırlama/Geri Yükleme,Обновление прошивки/Сброс/Восстановление,Actualizare firmware/Resetare/Restaurare,Aktualizacja firmware/Reset/Przywrócenie,Firmware-upgrade/Reset/Herstel,Aggiornamento firmware/Reset/Ripristino,Firmware frissítés/Reset/Visszaállítás,שדרוג קושחה/איפוס/שחזור,Mise à jour du firmware/Réinitialisation/Restauration,Actualización de firmware/Restablecimiento/Restauración,Firmware-Upgrade/Reset/Wiederherstellung,Aktualizace firmwaru/Reset/Obnovení,1039077,https://www.asus.com/support/FAQ/1039074,,,[Wireless Router] ASUS router Hard Factory Reset,[適用型號一) ASUS路由器強制重置恢復原廠預設值(Hard Factory Reset),(方法一) ASUS 路由器强制重置还原默认值(Hard Factory Reset),[Wireless] Khôi phục thiết lập mặc định cho router ASUS - Phương pháp 1,[Wireless Router] การคืนค่าโรงงานเราเตอร์ ASUS  - วิธีที่ 1,[무선 라우터] ASUS 라우터 하드 리셋 - 방법 1,無線LANルーターのハードリセット 方法1,[Wireless Router] ASUS router Hard Factory Reset - Metode 1,[Wireless] ASUS router Hard Reset de Fábrica - Método 1,[Roteador sem fio] Redefinição de fábrica do roteador ASUS - Método 1,[Бездротовий] Маршрутизатор ASUS Hard Factory Reset - Метод 1,[Kablosuz] ASUS Yönlendirici Donanımdan Fabrika Sıfırlaması - Yöntem 1,[Беспроводное устройство] Аппаратный сброс настроек на роутере ASUS - Метод 1,[Wireless Router]  Routerul ASUS- Resetare la setările de fabrică - Metoda 1,[Router bezprzewodowy] Twardy reset do ustawień fabrycznych w routerach ASUS — Metoda 1,[Draadloze router] ASUS-router Harde fabrieksinstellingen herstellen - Methode 1,[Router Wireless] Ripristino delle Impostazioni di Fabbrica del Router ASUS - Metodo 1,[Wireless] ASUS router hardver gyári visszaállítása - 1. módszer,[נתב אלחוטי] איפוס כפוי של נתב ASUS להגדרות היצרן – שיטה 1,[Sans fil] Routeur ASUS réinitialisation d'usine - Méthode 1,[Wireless] Hard Factory Reset - Reseteo Físico a valores de fábrica del Router ASUS: Método 1,Auf Werkseinstellungen zurücksetzen (Methode 1​),[Wireless] Tvrdý reset ASUS routeru - Způsob 1
